id,seq,project,process,sub_process,bucket,activity,sub_activity,task,upt,ex_lock,volume,aid,cmnt,readme
917,,Market Research,CIPO,Norway,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,COUNTRY SPECIFIC CHECKS,,0,0,0,0,
918,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,COUNTRY SPECIFIC CHECKS,,0,0,0,0,
919,,Market Research,CIPO,Poland,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,COUNTRY SPECIFIC CHECKS,,0,0,0,0,
920,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - CASE REPORT CREATION,,0,0,0,0,
921,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - CASE REPORT CREATION,,0,0,0,0,
922,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - CASE REPORT FORMATTING,,0,0,0,0,
923,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - CASE REPORT FORMATTING,,0,0,0,0,
924,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - DP CHANGE,,0,0,0,0,
925,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - DP CHANGE,,0,0,0,0,
926,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - DP CHANGE,,0,0,0,0,
927,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - ECLIPSE CHANGE,,0,0,0,0,
928,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - ECLIPSE CHANGE,,0,0,0,0,
929,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - NRSP CHANGE,,0,0,0,0,
930,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - NRSP CHANGE,,0,0,0,0,
931,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - PRODUCT LIST,,0,0,0,0,
932,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS - PRODUCT LIST,,0,0,0,0,
933,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS DATABASES CHECKS,,0,0,0,0,
934,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS- REPORTS-DB MAINTENANCE-VALIDATION,,0,0,0,0,
935,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS- REPORTS-DB MAINTENANCE-VALIDATION,,0,0,0,0,
936,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS- REPORTS-DB MAINTENANCE-VALIDATION,,0,0,0,0,
937,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS- REPORTS-VALIDATION,,0,0,0,0,
938,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,CPS- REPORTS-VALIDATION,,0,0,0,0,
939,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,DELIVERY CHECKS,,0,0,0,0,
940,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,DELIVERY CHECKS,,0,0,0,0,
941,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,DOUBLE CHECK OF CO ISSUE TRACK,,0,0,0,0,
942,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,DOUBLE CHECK OF CO ISSUE TRACK,,0,0,0,0,
943,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,DOUBLE CHECK OF CO ISSUE TRACK,,0,0,0,0,
944,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,FORMAL CHECK (NO. OF DB),,0,0,0,0,
945,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,FORMAL CHECK (NO. OF DB),,0,0,0,0,
946,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,FULL MASKING,,0,0,0,0,
947,,Market Research,CIPO,Netherlands,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,HENKEL MAINTENANCE/VALIDATION,,0,0,0,0,
948,,Market Research,CIPO,Belgium,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,HENKEL MAINTENANCE/VALIDATION,,0,0,0,0,
949,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,IDB CHECKS,,0,0,0,0,
950,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,I-REPORT,,0,0,0,0,
951,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,I-REPORT,,0,0,0,0,
952,,Market Research,CIPO,Russia,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,I-REPORT,,0,0,0,0,
953,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,I-REPORT,,0,0,0,0,
954,,Market Research,CIPO,Netherlands,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LAN CHECKS,,0,0,0,0,
955,,Market Research,CIPO,Belgium,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LAN CHECKS,,0,0,0,0,
956,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LAN CHECKS,,0,0,0,0,
957,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LAN CHECKS,,0,0,0,0,
958,,Market Research,CIPO,France,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LAN CHECKS,,0,0,0,0,
959,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LAN CHECKS,,0,0,0,0,
960,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LAN CHECKS,,0,0,0,0,
961,,Market Research,CIPO,Norway,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LAN CHECKS,,0,0,0,0,
962,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LAN CHECKS,,0,0,0,0,
963,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LAN CHECKS,,0,0,0,0,
964,,Market Research,CIPO,Poland,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LAN CHECKS,,0,0,0,0,
965,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,LEAFLET TRACK PRODUCTION  - MONTHLY/WEEKLY,,0,0,0,0,
966,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,Manual Database Checks/ Validation,,0,0,0,0,
967,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,Manual Database Checks/ Validation,,0,0,0,0,
968,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,Masking Report Generation,,0,0,0,0,
969,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,MERGE TOOL,,0,0,0,0,
970,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,ONGOING MASKING,,0,0,0,0,
971,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,P&G CHECKER,,0,0,0,0,
972,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,P&G CHECKER,,0,0,0,0,
973,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,P&G CHECKER,,0,0,0,0,
974,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,P&G CHECKER,,0,0,0,0,
975,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,POST Delivery IDB - Queries,,0,0,0,0,
976,,Market Research,CIPO,Belgium,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,POST PRODUCTION GT1 CHECK POINT,,0,0,0,0,
977,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,POST PRODUCTION GT1 CHECK POINT,,0,0,0,0,
978,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,POST PRODUCTION GT1 CHECK POINT,,0,0,0,0,
979,,Market Research,CIPO,France,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,POST PRODUCTION GT1 CHECK POINT,,0,0,0,0,
980,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,POST PRODUCTION GT1 CHECK POINT,,0,0,0,0,
981,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,POST PRODUCTION GT1 CHECK POINT,,0,0,0,0,
982,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,POST PRODUCTION GT1 CHECK POINT,,0,0,0,0,
983,,Market Research,CIPO,Netherlands,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,"POST PRODUCTION IDB, QC CHECK POINT",,0,0,0,0,
984,,Market Research,CIPO,Belgium,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,"POST PRODUCTION IDB, QC CHECK POINT",,0,0,0,0,
985,,Market Research,CIPO,Austria,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,"POST PRODUCTION IDB, QC CHECK POINT",,0,0,0,0,
986,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,"POST PRODUCTION IDB, QC CHECK POINT",,0,0,0,0,
987,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,"POST PRODUCTION IDB, QC CHECK POINT",,0,0,0,0,
988,,Market Research,CIPO,France,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,"POST PRODUCTION IDB, QC CHECK POINT",,0,0,0,0,
989,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,"POST PRODUCTION IDB, QC CHECK POINT",,0,0,0,0,
990,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,"POST PRODUCTION IDB, QC CHECK POINT",,0,0,0,0,
991,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,"POST PRODUCTION IDB, QC CHECK POINT",,0,0,0,0,
992,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,"POST PRODUCTION IDB, QC CHECK POINT",,0,0,0,0,
993,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,PRESTIGE CHECKS,,0,0,0,0,
994,,Market Research,CIPO,Netherlands,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,PRODUTION FAILURE,,0,0,0,0,
995,,Market Research,CIPO,Belgium,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,PRODUTION FAILURE,,0,0,0,0,
996,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,RETAILER CHECKS FORMAL CHECK (NO. OF DB),,0,0,0,0,
997,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,RETAILER CHECKS FORMAL CHECK (NO. OF DB),,0,0,0,0,
998,,Market Research,CIPO,Belgium,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,TABBACO Checks,,0,0,0,0,
999,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,POST PROD CHECKS,WORKLIST,,0,0,0,0,
1000,,Market Research,CIPO,Netherlands,DIRECT,BAU-MAINTENANCE,PRE PROD - VALIDATION,IMPACT ANALYSIS,,0,0,0,0,
1001,,Market Research,CIPO,Belgium,DIRECT,BAU-MAINTENANCE,PRE PROD - VALIDATION,IMPACT ANALYSIS,,0,0,0,0,
1002,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,PRE PROD CHECKS,CHECK # CHAR,,0,0,0,0,
1003,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,PRE PROD CHECKS,HC410,,0,0,0,0,
1004,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,PRE PROD CHECKS,LINE COMPARISON LOCAL VS INTERNATIONAL,,0,0,0,0,
1005,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,PRE PROD CHECKS,MIGROS CHARACTERISTIC CHECK,,0,0,0,0,
1006,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,PRE PROD CHECKS,NEW PRODUCT QUERY,,0,0,0,0,
1007,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,PRE PROD CHECKS,PERIOD CHECK,,0,0,0,0,
1008,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,PRODUCTION,CASE LOADING CHECK,,0,0,0,0,
1009,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,PRODUCTION,DM FAILURE,,0,0,0,0,
1010,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,PRODUCTION,DM FAILURE,,0,0,0,0,
1011,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,PRODUCTION,DM FAILURE,,0,0,0,0,
1012,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,PRODUCTION,DM FAILURE,,0,0,0,0,
1013,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,PRODUCTION,ETL CHECKS,,0,0,0,0,
1014,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,PRODUCTION,ETL CHECKS,,0,0,0,0,
1015,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,PRODUCTION,ETL CHECKS,,0,0,0,0,
1016,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,PRODUCTION,ETL CHECKS,,0,0,0,0,
1017,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,PRODUCTION,ETL FAILURE,,0,0,0,0,
1018,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,PRODUCTION,ETL FAILURE,,0,0,0,0,
1019,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,PRODUCTION,ETL FAILURE,,0,0,0,0,
1020,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,PRODUCTION,ETL FAILURE,,0,0,0,0,
1021,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,PRODUCTION,MASTER SCHEDULE FILE UPDATION,,0,0,0,0,
1022,,Market Research,CIPO,Norway,DIRECT,BAU-MAINTENANCE,PRODUCTION,MASTER SCHEDULE FILE UPDATION,,0,0,0,0,
1023,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,PRODUCTION,MONTHLY SOP VALIDATION CHECKS,,0,0,0,0,
1024,,Market Research,CIPO,Belgium,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1025,,Market Research,CIPO,Austria,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1026,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1027,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1028,,Market Research,CIPO,France,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1029,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1030,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1031,,Market Research,CIPO,Norway,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1032,,Market Research,CIPO,Russia,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1033,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1034,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1035,,Market Research,CIPO,Poland,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FAILURE,,0,0,0,0,
1036,,Market Research,CIPO,Belgium,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FILE PREPARATION + DAILY PLANNER + QLS TO PH,,0,0,0,0,
1037,,Market Research,CIPO,Norway,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FILE PREPARATION + DAILY PLANNER + QLS TO PH,,0,0,0,0,
1038,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FILE PREPARATION + DAILY PLANNER + QLS TO PH,,0,0,0,0,
1039,,Market Research,CIPO,Belgium,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FOLLOW-UP,,0,0,0,0,
1040,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FOLLOW-UP,,0,0,0,0,
1041,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FOLLOW-UP,,0,0,0,0,
1042,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,PRODUCTION,PRODUCTION FOLLOW-UP,,0,0,0,0,
1043,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,PRODUCTION,TRIP CALIBERATION JOBS,,0,0,0,0,
1044,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,PRODUCTION,TRIP CALIBERATION JOBS,,0,0,0,0,
1045,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,PRODUCTION,TRIP CALIBERATION JOBS,,0,0,0,0,
1046,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,PRODUCTION,TRIP CALIBERATION JOBS,,0,0,0,0,
1047,,Market Research,CIPO,Italy,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM REFERENTIAL SET UP,,0,0,0,0,
1048,,Market Research,CIPO,Norway,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM REFERENTIAL SET UP,,0,0,0,0,
1049,,Market Research,CIPO,Netherlands,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1050,,Market Research,CIPO,Belgium,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1051,,Market Research,CIPO,Austria,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1052,,Market Research,CIPO,Germany,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1053,,Market Research,CIPO,Spain,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1054,,Market Research,CIPO,France,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1055,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1056,,Market Research,CIPO,Norway,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1057,,Market Research,CIPO,Russia,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1058,,Market Research,CIPO,Portugal,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1059,,Market Research,CIPO,Turkey,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1060,,Market Research,CIPO,Poland,DIRECT,BAU-MAINTENANCE,PRODUCTION,WFM/ COUNTRY SPECIFIC PRODUCTION TASKS,,0,0,0,0,
1061,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,RESTORE & UNDBUNDELT,RESTORE & UNDBUNDELT,,0,0,0,0,
1062,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,RET. BEST FIT REFRESH,CODING QUERY_REFRESH,,0,0,0,0,
1063,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,RET. BEST FIT REFRESH,SALES COVERAGE ANALYSIS,,0,0,0,0,
1064,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,RET. BEST FIT REFRESH,X-RET MAP CUSTOMISATION,,0,0,0,0,
1065,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,RET. BUILDING BLOCK MAINTENANCE,CODING QUERY_MAINTENANCE,,0,0,0,0,
1066,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,RET. BUILDING BLOCK MAINTENANCE,MAP CHAR RULE CREATION,,0,0,0,0,
1067,,Market Research,CIPO,UKProject,DIRECT,BAU-MAINTENANCE,RET. BUILDING BLOCK MAINTENANCE,"NOT-ASSIGNED ANALYSIS
MAP CHAR RULE CREATION
CODING QUERY_MAINTENANCE
SALES COVERAGE ANALYSIS
CODING QUERY_REFRESH
X-RET MAP CUSTOMISATION",,0,0,0,0,
1068,,Market Research,CIPO,Norway,DIRECT,BAU-MAINTENANCE,SPECIAL DELIVERABLES,RETAILERS DELIVERY/LAUNCH TRACKER/I-REPORTS,,0,0,0,0,
1069,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,VALIDATION,BLANK VALUE CHECK,,0,0,0,0,
1070,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,VALIDATION,BLANK VALUE CHECK - MC UPDATION,,0,0,0,0,
1071,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,VALIDATION,COC CHECK,,0,0,0,0,
1072,,Market Research,CIPO,Switzerland,DIRECT,BAU-MAINTENANCE,VALIDATION,NA CHECK,,0,0,0,0,
1073,,Market Research,CIPO,SwitzerlandMigration,DIRECT,NEW SETUP,DB MAINTENANCE (MAINTENANCE & PRODUCTION FAILURES),DB MAINTENANCE (MAINTENANCE & PRODUCTION FAILURES),,0,0,0,0,
1074,,Market Research,CIPO,SwitzerlandMigration,DIRECT,NEW SETUP,ECLIPSE CLIENT INSTRUCTIONS SET UP,ECLIPSE CLIENT INSTRUCTIONS SET UP,,0,0,0,0,
1075,,Market Research,CIPO,SwitzerlandMigration,DIRECT,NEW SETUP,FI - SET-UP,FI - SET-UP,,0,0,0,0,
1076,,Market Research,CIPO,SwitzerlandMigration,DIRECT,NEW SETUP,MOF CREATION,MOF CREATION,,0,0,0,0,
1077,,Market Research,CIPO,SwitzerlandMigration,DIRECT,NEW SETUP,MOF REVISIT,MOF REVISIT,,0,0,0,0,
1078,,Market Research,CIPO,Norway,DIRECT,NEW SETUP,NEW SETUP - FTMS,FTMS SITE CREATION,,0,0,0,0,
1079,,Market Research,CIPO,Netherlands,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1080,,Market Research,CIPO,Belgium,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1081,,Market Research,CIPO,Austria,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1082,,Market Research,CIPO,Germany,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1083,,Market Research,CIPO,Spain,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1084,,Market Research,CIPO,France,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1085,,Market Research,CIPO,Italy,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1086,,Market Research,CIPO,UKProject,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1087,,Market Research,CIPO,Norway,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1088,,Market Research,CIPO,Russia,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1089,,Market Research,CIPO,Portugal,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1090,,Market Research,CIPO,Turkey,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,ECLIPSE,,0,0,0,0,
1091,,Market Research,CIPO,Netherlands,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1092,,Market Research,CIPO,Belgium,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1093,,Market Research,CIPO,Austria,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1094,,Market Research,CIPO,Germany,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1095,,Market Research,CIPO,Spain,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1096,,Market Research,CIPO,France,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1097,,Market Research,CIPO,Italy,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1098,,Market Research,CIPO,UKProject,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1099,,Market Research,CIPO,Norway,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1100,,Market Research,CIPO,Russia,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1101,,Market Research,CIPO,Portugal,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1102,,Market Research,CIPO,Turkey,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1103,,Market Research,CIPO,Poland,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FEASIBILITY STUDY,,0,0,0,0,
1104,,Market Research,CIPO,Netherlands,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FI RULE,,0,0,0,0,
1105,,Market Research,CIPO,Austria,DIRECT,NEW SETUP,NEW SETUP - PARTIAL,FI RULE,,0,0,0,0,
